,question,answer,link
165," What is the significance of the 1,300 km separation between the Fermilab and SURF sites for the LBNF/DUNE project? "," The 1,300 km separation between the Fermilab and SURF sites presents an optimal baseline for LBNF's neutrino-oscillation physics goals, allowing for precise measurements of neutrino oscillations over a long distance. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=119&filename=LBNF-DUNE_PSVAR-20150623.pdf&version=1

"
166, What are the primary goals of the LBNF/DUNE experiment's primary science program? ," The primary goals include precision measurements of neutrino oscillation parameters, searching for proton decay, and detecting neutrino flux from core-collapse supernovae within our galaxy. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=181&filename=volume-physics.pdf&version=2

"
167, What is the purpose of the LBNF/DUNE Interface Control Document? ," The purpose of the Interface Control Document is to provide complete information about the technical and programmatic interfaces between different entities involved in the LBNF/DUNE project, ensuring proper coordination and integration. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=103&filename=Interface%20Control%20Document%20103.pdf&version=3

"
168, What is the role of the LAr Project Management infrastructure at Brookhaven National Laboratory? ," The LAr Project Management infrastructure at Brookhaven National Laboratory is responsible for the management of the LAr Project, including design, fabrication, operation, and scientific exploitation of the Liquid Argon Detector sub-project of the DUNE. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=121&filename=Indiana%20Univ%20150928_4%20REVISED%20FY16%20Proposal%20SOW%20%26%20Budget%20BNL%20Mufson.pdf&version=2

"
169, What are the environmental considerations for the LBNF/DUNE project at the Fermilab site? ," The environmental considerations include minimizing impacts on air quality, geology, health and safety, storm water, land use, noise, socioeconomics, sustainability, traffic, utilities, and waste disposal, with measures such as revegetation, dust and erosion control, and reducing GHG emissions. ", https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=122&filename=LBNF-DUNE%20Final%20EA-Word%20Version.docx&version=4
170, What is the primary purpose of the LBNF/DUNE Preliminary Security Vulnerability Assessment Report (PSVAR)? , The primary purpose of the PSVAR is to identify the security requirements and integrate these requirements into the LBNF/DUNE Project at the early design phase of the Project’s life cycle. ," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=119&filename=LBNF-DUNE_PSVAR-20150623.docx&version=1.

"
171, What is the role of the Deputy Project Director for Facilities in the LBNF/DUNE Project? ," The Deputy Project Director for Facilities is responsible for the successful execution of the conventional facilities and beamline for the LBNF/DUNE Project, providing programmatic leadership, strategic planning, and general oversight of LBNF/DUNE facilities. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=117&filename=PMP-AppendixB-FSCF-BSI-SMP-20220830.pdf&version=70.

"
172, What is the significance of the fine-grained tracker (FGT) in the DUNE near neutrino detector? ," The fine-grained tracker (FGT) is significant because it will measure the neutrino event rates and cross sections on argon, water, and other nuclear targets for both charged current (CC) and neutral current (NC) scattering events, providing excellent position and angular resolutions. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=190&filename=DUNE-annex-ND-ref-design-optim.pdf&version=1.

"
173, What is the main focus of the DUNE experiment's long-baseline program? ," The main focus of the DUNE experiment's long-baseline program is to complete our understanding of the oscillation phenomenology, with great prospects to discover CP violation or set stringent limits on the allowed values of the CP phase. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=180&filename=LBNF-DUNE-project-volume.pdf&version=1.

"
174, What is the purpose of the Interface Control Document (ICD) in the LBNF/DUNE Project? , The purpose of the Interface Control Document (ICD) is to provide complete information about the technical and programmatic interfaces between two entities within the LBNF/DUNE Project. ," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=104&filename=Interface%20Control%20Document%20104.docx&version=3.

"
175, What is the role of the LBNF/DUNE Far Site Logistics Manager (FSLM)? ," The role of the LBNF/DUNE Far Site Logistics Manager (FSLM) is to lead the coordination of logistics, material movement, and interfaces with existing Sanford Lab operations, as well as with simultaneous construction and installation of CF, cryogenics, and the DUNE detectors at Sanford Lab. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=139&filename=SURF%20Transport%20Logistics%20Plan-20180219.docx&version=5.

"
176, What is the expected outcome of the DUNE experiment's search for nucleon decay? ," The expected outcome of the DUNE experiment's search for nucleon decay is to significantly extend lifetime sensitivity for specific nucleon decay modes, such as the p → K+ν¯ channel, potentially improving current limits by an order of magnitude. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=180&filename=LBNF-DUNE-project-volume.pdf&version=1.

"
177, What is the purpose of the LBNF/DUNE Project Management Plan (PMP)? ," The purpose of the LBNF/DUNE Project Management Plan (PMP) is to describe the project management, high-level governance, and oversight structures; responsibilities, systems, project management documents, and processes used for managing the LBNF/DUNE enterprise to achieve its scientific, technical, cost, and schedule objectives for the construction project. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=117&filename=PMP-OverallProject.pdf&version=70.

"
178, What is the significance of the natural convection calculations for the LBNF cryostats? ," The significance of the natural convection calculations for the LBNF cryostats is to ensure that the ventilation of the cavern space at the far-detector is sufficient to keep the cavern warm, preventing condensation and maintaining the structural integrity of the cryostats. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=162&filename=Summary%20of%20natural%20convection%20calculations%20for%20LBNF%20Cryostats.docx&version=1.

"
179, What is the primary goal of the DUNE near detector? , The primary goal of the DUNE near detector is to provide precision measurements of neutrino interactions that are essential for controlling the systematic uncertainties in the long-baseline oscillation physics program. , https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=180&filename=LBNF-DUNE-project-volume.pdf&version=1.
180," What is the primary purpose of the LBNF/DUNE Quality Assurance Plan?  
"," The primary purpose of the LBNF/DUNE Quality Assurance Plan is to ensure compliance with quality requirements, integrate quality into project processes, and establish performance metrics to monitor the project's performance.  
"," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=120&filename=LBNF-DUNE-Quality-Assurance-Plan%20June%202023_FINAL.pdf&version=12

"
181," What is the role of the LBNF/DUNE-US Quality Assurance Manager?  
"," The LBNF/DUNE-US Quality Assurance Manager is responsible for ensuring that a quality system is established, implemented, and maintained in accordance with Fermilab requirements, and for developing, monitoring, and controlling the project's QA policies and procedures.  
"," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=120&filename=LBNF-DUNE-Quality-Assurance-Plan%20June%202023_FINAL.pdf&version=12

"
182," What is the function of the membrane cryostat in the DUNE experiment?  
"," The membrane cryostat is used to contain liquid argon for the DUNE experiment, utilizing a stainless steel membrane to contain the liquid cryogen and transmit pressure loading through rigid foam insulation to the surrounding outer support structure.  
"," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=124&filename=130.07.09%20%20%28CERN%20Test%20Cryostat%29%20BOE%20Rev%206.docx&version=1

"
183," What is the main risk associated with commodity price fluctuations in the LBNF/DUNE project?  
"," The main risk associated with commodity price fluctuations is the potential increase or decrease in overall project costs if commodity prices change more than planned through project escalation rates.  
"," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=172&filename=Risk%20BEAM-120-Commodities%20cost%20volatility-05252023.pdf&version=6

"
184," What alternative method for delivering liquid argon is discussed in the document?  
"," The document discusses an alternative method for delivering liquid argon using a skip to haul an argon dewar through the Ross shaft, which is loaded and unloaded at the 4850L.  
"," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=163&filename=LAr%20Alternatives_Findings.pdf&version=1

"
185," What are the design parameters for the LBNF cryostat?  
"," The design parameters for the LBNF cryostat include an internal volume of 13,107 m³, a total LAr mass of 17.1 kt, and a cryostat inside depth of 14.0 m, among others.  
"," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=192&filename=LBNF-annex-cryo-ref-design.pdf&version=1

"
186," What is the primary focus of the DUNE Near Neutrino Detector?  
"," The primary focus of the DUNE Near Neutrino Detector is to measure neutrino event rates and cross sections on argon, water, and other nuclear targets for both charged current and neutral current scattering events.  
"," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=190&filename=DUNE-annex-ND-ref-design.pdf&version=1

"
187," What is the purpose of the LBNF/DUNE Project Management Plan Appendix B?  
"," The purpose of the LBNF/DUNE Project Management Plan Appendix B is to describe the management of the Far Site Conventional Facilities Buildings and Site Infrastructure subproject, including planning and providing utilities and infrastructure to support the detectors.  
"," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=117&filename=PMP-AppendixB-FSCF-BSI-SMP-20220830.docx&version=70

"
188," What is the role of the DUNE Coordination Office?  
"," The DUNE Coordination Office oversees the execution of the DUNE Host Lab plan, coordinates with the LBNF/DUNE-US Project, the DUNE Collaboration, Fermilab management, SDSTA, and relevant entities of the Department of Energy.  
"," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=117&filename=2025%2003%20PMP-AppendixD-FDC-SMP.docx&version=70

"
189," What is the purpose of the SURF Transport Logistics Plan?  
"," The purpose of the SURF Transport Logistics Plan is to facilitate the discussion of logistics for the delivery of people, materials, and equipment to the 4850L, ensuring that all deliveries are planned in a ""just-in-time"" logistics chain.  
", https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=139&filename=SURF%20Transport%20Logistics%20Plan-20180219.pdf&version=5
190, What is the purpose of the LBNF/DUNE project at Fermilab and SURF? ," The purpose of the LBNF/DUNE project is to advance our understanding of the basic physics of elementary particles called neutrinos, which could help physicists discover whether neutrinos violate the fundamental matter-antimatter symmetry of the Universe. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=122&filename=LBNF-DUNE%20Final%20FONSI%20Signed%20092515.pdf&version=4.

"
191, What is the role of the South Dakota Science and Technology Authority (SDSTA) in the LBNF/DUNE project? ," The SDSTA oversees infrastructure, support, and access for all users of SURF, as well as access to the DOE-leased space at SURF for the LBNF/DUNE project. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=141&filename=Project%20Assumptions%20April%202025.pdf&version=37.

"
192, What is the significance of the Open Cut option for the LBNF/DUNE project? ," The Open Cut option was chosen for the disposal of excavated rock because it reduces the length of the conveyor system and minimizes the visual impact of the final stockpile, compared to other alternatives. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=122&filename=Excavated%20Rock%20Handling%20Proposed%20repository%20location%20change%20FINAL.docx&version=4.

"
193, How does the LBNF/DUNE project plan to manage the risk of construction activities impacting neighboring communities? ," The project plans to manage this risk through informational meetings with the community, developing construction contract requirements, and coordinating with community leaders to minimize impacts. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=114&filename=CFFS%204850L%20-%20007%20Mitigate%20Community%20Disruption%20-%20September%2015%2C%202015.docx&version=14.

"
194, What are the main components of the infrastructure cryogenic systems for the LBNF/DUNE project? ," The infrastructure cryogenic systems include surface cryogenic systems, Ross gas piping, utility cavern LN2 refrigeration, cavern LN2 Dewars, LN2 supply/return distribution piping, and cryogen vent headers. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=128&filename=130.07.05.02%20%20%28Cryogenics%20System%20Final%20Design%29%20BOE.docx&version=1.

"
195, What is the purpose of the risk management process in the LBNF/DUNE project? ," The risk management process is used to update risk assessments and mitigations, identify new risks, and improve cost/schedule contingency models for the project. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=167&filename=Aug15RiskWorkshop-purpose%26objectives-20150831.pptx&version=1.

"
196, What is the expected lifetime of the Beamline Facility for the LBNF/DUNE project? ," The expected lifetime of the Beamline Facility, including the shielding, is assumed to be 30 years. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=151&filename=Beam%20Key%20Assumptions-102412.xlsx&version=1.

"
197, What are the main functions of the PANDORA software development kit in the LBNF/DUNE project? ," The PANDORA software development kit is used for pattern recognition, reconstructing 3D particle tracks and showers from 2D hits, and identifying the neutrino interaction vertex. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=185&filename=DUNE-annex-sim-and-reco.pdf&version=1.

"
198, What is the role of the Construction Manager/General Contractor (CM/GC) in the LBNF/DUNE project? ," The CM/GC helps plan and execute conventional facilities construction and is available for cryostat, cryogenic systems, and DUNE detector installation, coordination, and management. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=152&filename=LBNF%20Far%20Site%20Facilities%20Scope-%20Lundin.pptx&version=3.

"
199, What is the purpose of the LBNF/DUNE Environmental Assessment (EA)? ," The purpose of the EA is to evaluate the potential environmental impacts of the LBNF/DUNE project, including construction and operation phases, and to ensure compliance with environmental regulations. ", https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=122&filename=Environmental%20Review%20Form%20LBNF-DUNE%202016-003%2C%20%20Alternative%20Route%20for%20Excavated%20Rock%20Disposition%20.pdf&version=4.
200, What is the purpose of the Far Detectors & Cryogenics (FDC) subproject at the LBNF Far Site facility? , The FDC subproject is responsible for the installation and readiness for physics of the Horizontal Drift and Vertical Drifts detectors and the related cryogenics at the LBNF Far Site facility. ," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=117&filename=2025%2003_FDC-I-I_org.pdf&version=70.

"
201, What is the role of the Services Manager in the FDC I&I organization? ," The Services Manager organizes services necessary for the installation work, including procurement of material handling equipment, PPE, and general consumables, and oversees the logistics team. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=117&filename=2025%2003_FDC-I-I_org.pdf&version=70.

"
202, What is the significance of the APA wire spacing in the DUNE Far Detector? ," The APA wire spacing is crucial for good tracking resolution and e-pi0 separation, with specific spacing requirements for the X, U, and V planes to ensure an integral number of readout cards on an APA. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=158&filename=ParametersAPAsOutsideNov17_2015.xlsx&version=2.

"
203, What is the expected cosmic ray rate on the detector module top in the DUNE experiment? , The expected cosmic ray rate on the detector module top is 1.920770516526875e-05 kHz. ," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=158&filename=ParametersAPAsOutsideNov17_2015.xlsx&version=2.

"
204, What is the purpose of the Interface Control Document (ICD) in the context of the DUNE project? ," The ICD provides complete information about the technical and programmatic interfaces between different entities involved in the DUNE project, ensuring proper configuration management and coordination. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=109&filename=Interface%20Control%20Document%20109.docx&version=5.

"
205, How does the DUNE project plan to manage unforeseen staffing needs for the cryogenics systems? , The DUNE project plans to augment resources in case of planned or unplanned needs exceeding current staffing by hiring locally in South Dakota and coordinating with Fermilab Human Resources to identify Fermilab employees willing to relocate. ," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=117&filename=Cryogenic_Systems_Management_Staffing_and_Contingency_Plan_Apr_17_2025-Rev_7.pdf&version=70.

"
206, What is the expected data rate for full-stream data acquisition in the DUNE Far Detector? , The expected data rate for full-stream data acquisition is 436 petabytes per year. ," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=187&filename=DUNE-annex-data-rate.pdf&version=1.

"
207, What is the role of the Engineering Manager in the FDC I&I organization? ," The Engineering Manager supports all I&I activities by providing engineering resources, managing CAD models, and ensuring as-built releases. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=117&filename=2025%2003_FDC-I-I_org.pdf&version=70.

"
208, What is the purpose of the APA electronics mounting fin in the DUNE Far Detector? ," The APA electronics mounting fin is part of the overall APA structure, contributing to the total height and facilitating the mounting of electronics. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=158&filename=ParametersAPAsOutsideNov17_2015.xlsx&version=2.

"
209, What is the significance of the cryogenic systems in the DUNE experiment? ," The cryogenic systems are crucial for maintaining the liquid argon at the required temperature and purity levels, enabling the proper functioning of the detectors. ", https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=117&filename=Cryogenic_Systems_Management_Staffing_and_Contingency_Plan_Apr_17_2025-Rev_7.pdf&version=70.
210, What is the primary purpose of the LBNE Project as described in the document? ," The primary purpose of the LBNE Project is to design, construct, and install an intense neutrino beam at Fermilab in Batavia, IL, and a large neutrino detector located at the Homestake Mine site in Lead, SD, to measure and study neutrino behavior over a long distance, yielding fundamental knowledge about neutrino properties. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=143&filename=LBNE%20CD-1%20appr.pdf&version=1.

"
211, What is the risk associated with specialized construction labor for the DUNE project? ," The risk is that market conditions for specialized rock blasting work may create shortages in some specialized craft trades, which could affect cost, schedule, and quality of workmanship. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=114&filename=CFFS%204850L%20-%20010%20Specialized%20Labor%20Unavailable%20-%20September%2015%2C%202015.docx&version=14.

"
212, What is the purpose of the LBNF/DUNE Interface Control Document? ," The purpose of the LBNF/DUNE Interface Control Document is to provide complete information about the technical and programmatic interfaces between the two entities named, ensuring that all revisions require change control procedures before approval. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=196&filename=Interface%20Control%20Document%20196.pdf&version=4.

"
213, What is the main concern regarding water inundation at the Far Site for the DUNE project? ," The main concern is that water inundation to underground spaces at the Far Site could lead to a schedule impact of a 3-4 day effort to investigate and repair the area, with a cost impact estimated at $200K. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=114&filename=CFFS%204850L%20-%20203%20-%20Water%20inundation%20to%20underground%20spaces%20at%20Far%20Site%20-%20September%2015%2C%202015.docx&version=14.

"
214, What is the role of the NSCF+B Subproject Manager in the DUNE project? ," The NSCF+B Subproject Manager is responsible for managing the execution of the subproject to ensure it is completed within the approved performance baseline, leading the subproject team, and implementing necessary project management and control systems. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=117&filename=PMP-AppendixC-NSCFB-SMP-20220520.pdf&version=70.

"
215, What is the mitigation plan for the risk of spontaneous combustion of old timber at the Far Site? ," The mitigation plan includes continuous monitoring of carbon monoxide, controlled ventilation paths, and maintaining the water level above much of the lower levels to contribute to a low probability of spontaneous combustion. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=114&filename=CFFS%204850L%20-%20015%20Spontaneous%20Combustion%20-%20September%2015%2C%202015.docx&version=14.

"
216, What is the estimated cost impact if the LAr market risk materializes for the DUNE project? ," The estimated cost impact could be up to $36M if the Nitrogen/Oxygen market is depressed when filling is planned to begin, leading to delays or increased costs. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=153&filename=CR-103%20-%20LAr%20Market%20Risk.docx&version=2.

"
217, What is the purpose of the LBNF/DUNE Risk Workshop? ," The purpose of the LBNF/DUNE Risk Workshop is to update risk assessments and mitigations of existing risks, identify new risks, and improve cost/schedule contingency models for the project. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=167&filename=Aug15RiskWorkshop-purpose%26objectives-20150831.pdf&version=1.

"
218, What is the design life requirement for the LBNF/DUNE conventional facilities? ," The design life of the LBNF/DUNE conventional facilities, including excavations, shall be a minimum of 30 years, except as otherwise specified for radioactive environments. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=112&filename=Programmatic-requirements-20jan2017.xlsx&version=25.

"
219, What is the primary concern regarding blasting at the Far Site for the DUNE project? ," The primary concern is that blasting at the Far Site may cause damage or unacceptable distress to existing experiments or installations, potentially requiring adjustments to blasting limits and impacting the excavation schedule and costs. ", https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=114&filename=CFFS%204850L%20-%20024%20-%20Blasting%20Causes%20Damage%20or%20Unacceptable%20Distress%20-%20September%2015%2C%202015.docx&version=14.
220, What is the purpose of the Interface Control Document (ICD) between the FSCF cavern and the Far Detector? ," The ICD provides complete information about the technical and programmatic interfaces between the FSCF cavern and the Far Detector, defining the scope of interfaces at the entry doors to detector caverns and including the North and South Drifts in the cavern interface. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=201&filename=ICD-FSCF_caverns-FD_201_19DEC2018.docx&version=10

"
221, What is the main focus of the photon detector system development for the DUNE Liquid Argon TPC Detector at Caltech? ," The main focus is on setting up infrastructure for the evaluation, characterization, and long-term performance of Silicon Photomultipliers (SiPMs) in a cryogenic environment, studying SiPM parameters and performance in warm and cold conditions, and developing acceptance tests for commercially produced SiPMs. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=121&filename=Caltech_SOW_FY2016.docx&version=2

"
222, What is the role of the NSCF+B Subproject Manager within the LBNF/DUNE Project? ," The NSCF+B Subproject Manager is responsible for managing the execution of the subproject to ensure it is completed within the approved performance baseline, leading the subproject team, communicating resource needs, implementing project management systems, and serving as the primary point of contact for the subproject. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=117&filename=PMP-AppendixC-NSCFB-SMP-draft-20220520.docx&version=70

"
223, What are the responsibilities of the NSCF Design Manager in the LBNF/DUNE Project? ," The NSCF Design Manager is responsible for design management, administering the technical terms of design subcontracts, coordinating design with existing Fermilab facilities and Near Detector requirements, and managing the efforts of the A/E firm to perform design and construction-phase services. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=117&filename=PMP-AppendixC-NSCFB-SMP-draft-20220520.docx&version=70

"
224, What is the primary goal of the DUNE Far Detector in terms of neutrino event identification? ," The primary goal is to identify electron neutrino and anti-neutrino charged current beam events with high efficiency within the fiducial volume of the detector, allowing for scientifically competitive measurements of the CP violating phase and the mass ordering. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=112&filename=Global_Science_Requirements-2015.xlsx&version=25

"
225, What is the significance of the baseline length in the LBNF/DUNE Project? ," The baseline length is significant because it must be sufficient to allow the separation of the effects of neutrino mass hierarchy from the CP phase, enabling the unique determination of the CP phase. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=112&filename=Global_Science_Requirements-2015.xlsx&version=25

"
226, What are the key components of the LBNF/DUNE Project as described in the Interface Control Document? ," The key components include the DUNE Far Detector Construction and the LBNF Far Site Conventional Facilities (Installation) – Cavern, with interfaces defined for technical and programmatic aspects. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=200&filename=Interface%20Control%20Document%20200.pdf&version=4

"
227, What is the purpose of the LBNF/DUNE Risk Supplement document? ," The purpose of the LBNF/DUNE Risk Supplement document is to document risk-related analyses in more detail than the LBNF/DUNE risk register accommodates, including risk impact, mitigation, and response analyses. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=114&filename=CFFS%204850L%20-%20012%20Sustainability%20-%20LEED%20-%20September%2015%2C%202015.docx&version=14

"
228, What is the role of the NSCF Construction Manager in the LBNF/DUNE Project? ," The NSCF Construction Manager is responsible for construction site leadership, coordination, and communication, administering the technical terms of construction subcontracts, and acting as the primary technical point of contact for the CMa and construction subcontractors. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=117&filename=PMP-AppendixC-NSCFB-SMP-draft-20220520.docx&version=70

"
229, What is the main objective of the DUNE Far Detector's capability to identify multiple tracks and electromagnetic showers? ," The main objective is to enable the collection of inclusive events for oscillation measurements, as well as to identify proton decay and atmospheric neutrinos by reconstructing multi-particle events with high granularity and pattern recognition capability. ", https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=112&filename=Global_Science_Requirements-2015.xlsx&version=25
230, What is the primary mitigation measure to prevent rock falls impacting the cryostat in the LBNF/DUNE project? ," The primary mitigation measure to prevent rock falls is the ground support system, which includes rock bolts and wire mesh, providing an early warning system of potential rock movements. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=114&filename=CFFS%204850L%20-%20204%20-%20Rock%20Falls%20-%20November%203%202015.docx&version=14.

"
231, What is the purpose of the Far Detector in the DUNE experiment? ," The Far Detector in the DUNE experiment is designed to determine the CP phase of neutrino mixing and the neutrino mass-hierarchy, while exploring other interesting questions of physics, such as proton decay and supernova neutrinos. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=121&filename=Syracuse%20BNL-SOW_FY16_SU.pdf&version=2.

"
232, What is the estimated cost impact if the Oro Hondo shaft ventilation path is blocked? ," The estimated maximum cost impact if the Oro Hondo shaft ventilation path is blocked is $50 million, which is the approximate cost of a new shaft. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=114&filename=CFFS%204850L%20-%20202%20-%20Oro%20Hondo%20shaft%20ventilation%20path%20is%20blocked%20-%20September%2015%2C%202015.docx&version=14.

"
233, What is the role of the FSCF-EXC Subproject Manager in the LBNF/DUNE project? ," The FSCF-EXC Subproject Manager is responsible for managing the execution of the subproject to ensure it is completed within the approved performance baseline, leading the subproject team, and overseeing coordination with external requirements and stakeholders. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=117&filename=PMP-AppendixA-FSCF-EXC-SMP-20220519.pdf&version=70.

"
234, What is the purpose of the Interface Control Document (ICD) in the LBNF/DUNE project? ," The Interface Control Document (ICD) provides complete information about the technical and programmatic interfaces between different entities involved in the LBNF/DUNE project, ensuring proper configuration management and change control. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=106&filename=Interface%20Control%20Document%20106.docx&version=2.

"
235, What is the estimated schedule impact if the LAr supply risk schedule is delayed? , The estimated schedule impact if the LAr supply risk schedule is delayed is a slip of around 20 months. ," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=153&filename=LAr%20supply%20risk%20schedule%20calcs.xlsx&version=2.

"
236, What is the main focus of the LBNF/DUNE Risk Supplement document? ," The LBNF/DUNE Risk Supplement document is intended to document risk-related analyses in more detail than the LBNF/DUNE risk register, including analyses of risks, mitigation strategies, and responses to events caused by these risks. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=173&filename=PM-007-Risk-Supplement-20150911.docx&version=2.

"
237, What is the primary purpose of the DUNE experiment's data acquisition system? , The primary purpose of the DUNE experiment's data acquisition system is to assemble data from all subsystems of the far detector so that offline software can reconstruct events associated with the FNAL neutrino beam as well as non-beam events. ," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=112&filename=FD-sci-eng-requirements-30NOV2017.xlsx&version=25.

"
238, What is the role of the Cryogenics Infrastructure Project Management team in the LBNF/DUNE project? ," The Cryogenics Infrastructure Project Management team is responsible for managing the design, engineering, procurement, construction, inspection, commissioning, and startup of the Cryogenics System for LBNF, including coordinating system requirements and safety issues. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=125&filename=130.07.08%20%20%28Cryogenics%20and%20Membrane%20Cryostat%20Management%29%20BOE.docx&version=1.

"
239, What is the estimated cost of the cryogenic systems for the LBNF/DUNE project? ," The estimated cost of the cryogenic systems for the LBNF/DUNE project is $16,584,746 per cryostat, based on the 2023 projection of $1133/ton of liquid argon. ", https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=134&filename=130.07.06%20%20%28Cryogenics%20Fluids%20Procurement%29%20BOE.docx&version=1.
240, What is the purpose of the Interface Control Document (ICD) in the LBNF/DUNE project? ," The Interface Control Document (ICD) provides complete information about the technical and programmatic interfaces between two entities, ensuring configuration management and requiring change control procedures for revisions. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=230&filename=Interface%20Control%20Document%20230.docx&version=4

"
241, What is the main function of the LArTPC in the DUNE experiment? ," The Liquid Argon Time Projection Chamber (LArTPC) records 3D images of particle tracks along with the energy deposited by those tracks, allowing for detailed event reconstruction and differentiation between signal and background for neutrino physics measurements and proton decay. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=275&filename=Report%20on%20the%20Depth%20Requirements%20for%20a%20Massive%20Detector%20at%20Homestake-12-23-2008.pdf&version=1

"
242, What is the role of the Near Detector Task Force in the DUNE experiment? ," The Near Detector Task Force is responsible for simulations and studies related to the Near Detector, including flux simulations, cross-section and nuclear model evaluations, and constraints on uncertainties. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=113&filename=FlowChartv2.pdf&version=3

"
